trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	run	trial	start_time_real	end_time_real
24	random	po cri ti ti to cal ta prac cal	234.0	4.0	4.0	4.5	1	24	234.00001789999078	242.00467399999616
25	word	po ta to bo go ta prac ti cal	244.0	4.0	4.0	4.5	1	25	244.00001160000102	252.00423389999196
26	random	ti ta to bo go po cal ta cri	254.0	4.0	4.0	4.5	1	26	254.00001379998866	262.0044646000024
27	word	bo go ta prac ti cal cri ti cal	264.0	4.0	4.0	4.5	1	27	264.00001150000026	272.0043049999804
trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	run	trial	start_time_real	end_time_real
1	word	tac ti cal da ko ta pre da tor	4.0	3.0	4.0	4.5	1	1	4.000019500032067	11.00434139999561
2	word	da ko ta pre da tor tac ti cal	12.0	3.0	4.0	4.5	1	2	12.00001690001227	19.00437860004604
3	simple	ta ta ta ta ta ta ta ta ta	20.0	3.0	4.0	4.5	1	3	20.00001770001836	27.004450600012206
4	random	da ko ti da cal pre tor tac ta	28.0	3.0	4.0	4.5	1	4	28.00001820002217	35.00418300007004
5	word	da ko ta tac ti cal pre da tor	36.0	3.0	4.0	4.5	1	5	36.00001299998257	43.00420440000016
6	random	ko ti da ta da pre tor tac cal	44.0	3.0	4.0	4.5	1	6	44.00001910002902	51.00438679999206
7	random	ti tac ko pre tor da cal da ta	52.0	3.0	4.0	4.5	1	7	52.00001439999323	59.0040513999993
8	word	tac ti cal da ko ta pre da tor	60.0	3.0	4.0	4.5	1	8	60.00001770001836	67.00431510002818
9	random	tor tac ti da pre cal ta ko da	68.0	3.0	4.0	4.5	1	9	68.00001299998257	75.00447370007169
10	simple	ti ti ti ti ti ti ti ti ti	76.0	3.0	4.0	4.5	1	10	76.00001790001988	83.0054717999883
11	simple	da da da da da da da da da	84.0	3.0	4.0	4.5	1	11	84.00001920002978	91.00446470000315
12	random	ko ti da ta da pre tor tac cal	92.0	3.0	4.0	4.5	1	12	92.0000163000077	99.00429990002885
13	simple	pre pre pre pre pre pre pre pre pre	100.0	3.0	4.0	4.5	1	13	100.00001389998943	107.00430170004256
14	word	tac ti cal pre da tor da ko ta	108.0	3.0	4.0	4.5	1	14	108.00001700001303	115.0084117000224
15	random	ta pre ko tac cal tor ti da da	116.0	3.0	4.0	4.5	1	15	116.000014499994	123.00441110006068
16	simple	cal cal cal cal cal cal cal cal cal	124.0	3.0	4.0	4.5	1	16	124.00001850002445	131.00426780001726
17	random	ti tac ko pre tor da cal da ta	132.0	3.0	4.0	4.5	1	17	132.00001830002293	139.00452580000274
18	simple	da da da da da da da da da	140.0	3.0	4.0	4.5	1	18	140.0000136999879	147.00417109997943
19	simple	da da da da da da da da da	148.0	3.0	4.0	4.5	1	19	148.0000168000115	155.0043945000507
20	simple	ko ko ko ko ko ko ko ko ko	156.0	3.0	4.0	4.5	1	20	156.00001820002217	163.0041808000533
21	word	pre da tor tac ti cal da ko ta	164.0	3.0	4.0	4.5	1	21	164.00001299998257	171.00469940004405
22	simple	ti ti ti ti ti ti ti ti ti	172.0	3.0	4.0	4.5	1	22	172.00001800002065	179.0045187000651
23	simple	cal cal cal cal cal cal cal cal cal	180.0	3.0	4.0	4.5	1	23	180.0000136999879	187.00430809997488
24	word	pre da tor da ko ta tac ti cal	188.0	3.0	4.0	4.5	1	24	188.00001429999247	195.00442770007066
25	simple	tac tac tac tac tac tac tac tac tac	196.0	3.0	4.0	4.5	1	25	196.00001620000694	203.0043090999825
26	word	da ko ta tac ti cal pre da tor	204.0	3.0	4.0	4.5	1	26	204.0000128999818	211.00432599999476
27	simple	da da da da da da da da da	212.0	3.0	4.0	4.5	1	27	212.00001509999856	219.00442999997176
28	random	ko ti tor da pre da tac cal ta	220.0	3.0	4.0	4.5	1	28	220.0000131999841	227.00446139997803
29	word	da ko ta pre da tor tac ti cal	228.0	3.0	4.0	4.5	1	29	228.0000136999879	235.00460270000622
30	random	da ko ti da cal pre tor tac ta	236.0	3.0	4.0	4.5	1	30	236.00001509999856	243.00444090005476
31	simple	ta ta ta ta ta ta ta ta ta	244.0	3.0	4.0	4.5	1	31	244.00001820002217	251.00431640003808
32	random	tor tac ti da pre cal ta ko da	252.0	3.0	4.0	4.5	1	32	252.000014499994	259.0041893000016
33	simple	tor tor tor tor tor tor tor tor tor	260.0	3.0	4.0	4.5	1	33	260.00001249997877	267.0043459000299
34	simple	ko ko ko ko ko ko ko ko ko	268.0	3.0	4.0	4.5	1	34	268.00001690001227	275.00441330007743
35	word	pre da tor da ko ta tac ti cal	276.0	3.0	4.0	4.5	1	35	276.00001309998333	283.0041726999916
36	simple	tor tor tor tor tor tor tor tor tor	284.0	3.0	4.0	4.5	1	36	284.00001279998105	291.00415679998696
37	word	pre da tor tac ti cal da ko ta	292.0	3.0	4.0	4.5	1	37	292.00001379998866	299.0041505000554
38	simple	tac tac tac tac tac tac tac tac tac	300.0	3.0	4.0	4.5	1	38	300.00001590000466	307.0041945000412
39	word	tac ti cal pre da tor da ko ta	308.0	3.0	4.0	4.5	1	39	308.0000129999826	315.00424709997606
40	simple	pre pre pre pre pre pre pre pre pre	316.0	3.0	4.0	4.5	1	40	316.0000155000016	323.00429990002885
41	random	ta pre ko tac cal tor ti da da	324.0	3.0	4.0	4.5	1	41	324.00001930003054	331.0044571000617
42	random	ko ti tor da pre da tac cal ta	332.0	3.0	4.0	4.5	1	42	332.000018700026	339.00424270005897
