algo,lam,thresh,f_mean,f_std,t_mean,mem_mean,eps,min_samples,metric,ker_win,peak_thr,model,penalty,min_size,jump,seg_len
bocpd_offline,25.0,0.35,0.1283415502953318,0.0161421510135419,3.6960221994557374,0.0014160238095238,,,,,,,,,,
dbscan_segmentation,,,0.134001918026546,0.0549849788589922,0.0048638094823607,0.0029210238095238,0.3,3.0,cosine,,,,,,,
foote_novelty,,,0.1492154304592464,0.0573128963781371,0.0161124811635264,0.0022205952380952,,,,6.0,3.0,,,,,
ruptures_pelt,,,0.1650459639420937,0.0572100734715991,0.1766682955938103,0.0040118809523809,,,,,,rbf,1.0,1.0,1.0,
uniform_segmentation,,,0.1317089957048549,0.0562169758600427,8.110141304011146e-06,0.00026,,,,,,,,,,50.0
